0 0 5 
1 1 90 
2 2 114 
3 3 113 
4 4 114 
5 5 95 
6 6 79 
7 7 38 
8 8 65 
9 9 46 
10 10 106 
11 11 71 
12 12 56 
13 13 15 
14 14 47 
15 15 45 
16 16 56 
17 17 46 
18 18 37 
19 19 40 
20 20 71 
21 21 63 
22 22 40 
23 23 99 
24 24 98 
25 25 94 
26 26 98 
27 27 165 
28 28 167 
29 29 73 
30 30 144 
31 31 84 
32 32 133 
33 33 131 
34 34 160 
35 35 96 
36 36 101 
37 37 95 
38 38 59 
39 39 46 
40 40 47 
41 41 74 
42 42 36 
43 43 1 
44 44 83 
45 45 33 
46 46 37 
47 47 26 
48 48 41 
49 49 102 
50 50 60 
51 51 65 
52 52 79 
53 53 87 
54 54 82 
55 55 113 
56 56 132 
57 57 122 
58 58 104 
59 59 106 
60 60 122 
61 61 135 
62 62 133 
63 63 135 
64 64 134 
65 65 122 
66 66 101 
67 67 103 
68 68 78 
69 69 78 
70 70 70 
71 71 56 
72 72 26 
73 73 36 
74 74 47 
75 75 18 
76 76 30 
77 77 29 
78 78 4 
79 79 14 
80 80 15 
81 81 28 
82 82 50 
83 83 72 
84 84 72 
85 85 98 
86 86 106 
87 87 116 
88 88 119 
89 89 136 
90 90 127 
91 91 126 
92 92 159 
93 93 142 
94 94 137 
95 95 128 
96 96 120 
97 97 107 
98 98 94 
99 99 86 
100 100 64 
